"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS4734","Bakersfield","Kern County","CA","Kern County Sheriff's Office","Sheriff","The Kern County Sheriff's Office signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","County","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/21/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4763","Marina","Monterey County","CA","Marina Police Department","Police","The Marina Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","4/28/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4791","Gardena","Los Angeles County","CA","Gardena Police Department","Police","The Gardena Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","5/7/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4811","Inglewood","Los Angeles County","CA","Inglewood Police Department","Police","The Inglewood Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","5/15/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4822","Riverside","Riverside County","CA","Riverside Police Department","Police","The Riverside Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","5/18/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4855","Lompoc","Santa Barbara County","CA","Lompoc Police Department","Police","The Lompoc Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","6/2/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4860","Morgan Hill","Santa Clara County","CA","Morgan Hill Police Department","Police","The Morgan Hill Police Department signed an agreement with Amazon's home surveillance equipment company, Ring, in 2020 to gain special access to the company's Neighbors app.","Municipal","Ring/Neighbors Partnership","Ring","https://www.google.com/maps/d/viewer?mid=1eYVDPh5itXq5acDT9b0BVeQwmESBa4cB&usp=sharing","","Ring","","6/4/2020","https://blog.ring.com/2019/08/28/working-together-for-safer-neighborhoods-introducing-the-neighbors-active-law-enforcement-map/","","Ring","","8/28/2019","","","","","",""
"AOS4876","Chino","San Bernardino County","CA","Chino Police Department","Police","The Chino Police Department opened its real-time crime center in 2019 for around $370,000. The RTCC staff have access to a public camera network, some private and business cameras, and automated license plate readers, which they monitor live on a wall of 10 55-inch screens.","Municipal","Real-Time Crime Center","","http://www.championnewspapers.com/special_section/article_8695b528-66dc-11e9-8c7a-d3f854b3b6bc.html","","Champion Newspapers","","4/27/2019","https://www.cityofchino.org/UserFiles/Servers/Server_10382578/File/City%20Hall/City%20Finances/FY%202019-2020%20Budget/Police%20Department%20Section.pdf","","City of Chico","","2019","","","","","",""
"AOS4878","Modesto","Stanislaus County","CA","Modesto Police Department","Police","The Modesto Police Department opened its real-time crime center in 2016. The RTCC has access to at least 50 live camera feeds. The RTCC also monitors drone footage and a real-time map of call for service. MPD utilizes automated license plate reader technology and PredPol (now Geolitica) predictive policing software.","Municipal","Real-Time Crime Center","","https://www.sacbee.com/latest-news/article172209112.html","","The Sacramento Bee","","2/6/2018","https://bit.ly/2qDItoe","","Facebook","","2/17/2017","https://twitter.com/ModestoPolice/status/834114125970092033","","Twitter","","2/21/2017",""
"AOS4903","Sacramento","Sacramento County","CA","Sacramento Police Department","Police","The Sacramento Police Department built a real time crime center in the Central Command Police Facility for $500,000 in June 2016. The RTCC has access to police observation devices, automated license plate readers, and ShotSpotter gunshot detection software.","Municipal","Real-Time Crime Center","","https://www.govtech.com/dc/articles/Sacramento-Calif-Police-Launch-Real-Time-Crime-Center.html","","Government Technology","","12/7/2016","","","","","","","","","","",""
"AOS4911","Elk Grove","Sacramento County","CA","Elk Grove Police Department","Police","The Elk Grove Police Department maintains a real-time crime center. According to CBS13, the Elk Grove Police Departrment's real-time crime center utilizes more than 300 cameras, traffic feeds, cameras installed on city buses, and fixed automated license plate readers. ","Municipal","Real-Time Crime Center","","https://sacramento.cbslocal.com/2019/08/08/elk-grove-real-time-crime-fighting/","","CBS","","8/8/2019","https://fox40.com/2019/08/08/elk-grove-police-credit-information-center-in-catching-two-suspected-killers/","","Fox40","","8/8/2019","","","","","",""
"AOS5102","East Palo Alto","San Mateo County","CA","East Palo Alto Police Department","Police","The East Palo Alto Police Department started using ShotSpotter gunshot detection technology in 2007. ","Municipal","Gunshot Detection","ShotSpotter","https://www.businesswire.com/news/home/20070731005036/en/City-East-Palo-Alto-New-ShotSpotter-Crime-Fighting","","Business Wire","","07/31/2007","https://www.ci.east-palo-alto.ca.us/index.aspx?nid=652","","City of East Palo Alto","","12/19/17","https://www.ci.east-palo-alto.ca.us/index.aspx?nid=559","","City of East Palo Alto","","9/18/19",""
"AOS5103","Richmond","Contra Costa County","CA","Richmond Police Department","Police","The Richmond Police Department has installed ShotSpotter gunshot detection technology over six square miles of the city's ""most troubled geography.""","Municipal","Gunshot Detection","ShotSpotter","https://www.ci.richmond.ca.us/2440/Policing-Bureau?NID=2440","","City of Richmond","","","https://books.google.com/books?id=evfklB3i70EC&pg=PA414&lpg=PA414&dq=%22city+of+richmond+ca%22+%22shotspotter%22&source=bl&ots=SO-_pFqSJH&sig=ACfU3U1whrskiVK881sIJjJziqoTfk7Ipg&hl=en&sa=X&ved=2ahUKEwjw39bk3dfoAhUBKH0KHTuLDrMQ6AEwAnoECAwQKQ#v=onepage&q=%22city%20of%20richmond%20ca%22%20%22shotspotter%22&f=false","","Google Books","","","","","","","",""
"AOS5143","Redwood City","San Mateo County","CA","Redwood City Police Department","Police","The Redwood City Police Department has used ShotSpotter gunshot detection technology since 1996. ","Municipal","Gunshot Detection","ShotSpotter","https://www.redwoodcity.org/departments/police-department/information/crime-fighting-technology","","Redwood City Police Department","","","https://www.wired.com/2007/04/shotspotter/","","Wired","","04/01/2007","","","","","",""
"AOS5145","Westminster","Orange County","CA","Westminster Police Department","Police","The Westminster Police Department equipped all of its patrol officers and detectives with Axon body-worn cameras in 2019.","Municipal","Body-worn Cameras","Axon","https://behindthebadge.com/westminster-police-department-rolls-out-body-cams-to-patrol-officers-and-detectives/","","Behind the Badge","","05/24/2019","","","","","","","","","","",""
"AOS5150","Hawthorne","Los Angeles County","CA","Hawthorne Police Department","Police","The Wolfcom Enterprises donated 40 body-worn cameras along with 40 software licenses and docking stations to the Hawthorne Police Department. ","Municipal","Body-worn Cameras","Wolfcom","http://bodycamerareviews.com/california-hawthorne-gets-donated-wolfcom-body-cameras/","","Police Body Camera Reviews","","","https://time.com/3137048/ferguson-body-worn-cameras-police-hawthorne/","","TIME magazine","","08/18/14","https://losangeles.cbslocal.com/2014/08/19/hawthorne-mayor-police-chief-call-for-body-cameras-on-officers/","","CBSN Los Angeles","","08/19/2014",""
"AOS5159","Fullerton","Orange County","CA","California State University Fullerton Police Department","Police","The California State University Fullerton Police Department purchased 140 Axon body-worn cameras in 2014 for $650,300.","University","Body-worn Cameras","Axon","https://police.fullerton.edu/documents/policies/chapter4/4-14%20Body%20Worn%20Cameras.pdf","","California State University Fullerton Police Department","","08/19/2015","https://dailytitan.com/2014/09/police-body-cameras-will-benefit-both-officers-and-public/","","Daily Titan","","09/22/2014","","","","","",""
"AOS5176","Garden Grove","Orange County","CA","Garden Grove Police Department","Police","The Garden Grove Police Department purchased WatchGuard body-worn cameras in 2018.","Municipal","Body-worn Cameras","WatchGuard","https://watchguardvideo.com/news/garden-grove-pd-officers-begin-using-watchguard-integrated-body-cameras","","WatchGuard","","04/11/2018","","","","","","","","","","",""
"AOS5177","Mount Shasta","Siskiyou County","CA","Mount Shasta Police Department","Police","The Mount Shasta Police Department uses body-worn cameras. ","Municipal","Body-worn Cameras","Axon","https://www.facebook.com/mtshastapolice/photos/a.263170707162138/2000587993420392","","Mount Shasta Police Department","","11/29/2019","","","","","","","","","","",""
"AOS5201","Santa Cruz","Santa Cruz County","CA","Santa Cruz Police Department","Police","The Santa Cruz Police Department has used body-worn cameras since 2018. Police officers, community service officers, and park rangers wear BWCs. ","Municipal","Body-worn Cameras","Axon","http://www.cityofsantacruz.com/government/city-departments/police/community-policing/body-worn-cameras","","City of Santa Cruz","","","http://www.cityofsantacruz.com/home/showdocument?id=61195","","Santa Cruz Police and the 21st Century Policing","","12/13/2016","","","","","",""
"AOS5204","Chino","San Bernardino County","CA","Chino Police Department","Police","The Chino Police Department uses Vintra video analytics software. ","Municipal","Video Analytics","Vintra","https://www.cityofchino.org/UserFiles/Servers/Server_10382578/File/City%20Hall/City%20Finances/FY%202019-2020%20Budget/Police%20Department%20Section.pdf","","City of Chino","","2019","","","","","","","","","","",""
"AOS5275","Pauma Valley","San Diego County","CA","La Jolla Tribal Police Department","Police","The La Jolla Tribal Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Tribal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS5297","Santa Paula","Ventura County","CA","Santa Paula Police Department","Police","The Santa Paula Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS5299","Phelan","San Bernardino County","CA","Snowline Joint Unified School District Police Department","Police","The Snowline Joint Unified School District Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","School District","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS5300","Fairfield","Solano County","CA","Solano Community College Police Department","Police","The Solano Community College Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","University","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
